symbol,entry_date,exit_date,hold_weeks,ret,exit_reason
SMC,2020-10-23,2021-11-19,56,2.4347194831797068,MA10
PTB,2020-12-25,2021-11-19,47,0.7579127940168672,MA10
MML,2021-01-22,2021-11-19,43,0.4792398523985235,MA10
CTR,2021-07-02,2021-11-19,20,0.14013180515759324,MA10
POM,2021-10-22,2021-11-19,4,-0.1843783783783784,MA10
TCM,2021-10-22,2021-11-19,4,0.1287222222222223,MA10
HVN,2021-11-05,2021-11-19,2,-0.06043548387096779,MA10
TDP,2021-11-05,2021-11-19,2,-0.03332240437158463,MA10
PVS,2021-11-19,2021-11-19,0,-0.11673825503355706,MA10
GAS,2021-10-22,2021-11-26,5,-0.09933333333333327,MA10
NKG,2020-09-18,2021-12-03,63,5.510639260812404,MA10
MIG,2020-10-30,2021-12-03,57,1.5187619047619043,MA10
PAC,2021-01-22,2021-12-03,45,0.3126523313356162,MA10
ACV,2021-07-09,2021-12-03,21,0.019641025641025725,MA10
VJC,2021-10-22,2021-12-03,6,-0.08691603053435115,MA10
PNJ,2021-11-05,2021-12-03,4,-0.10215384615384618,MA10
IJC,2021-11-12,2021-12-03,3,-0.153398843930636,MA10
LPB,2021-11-12,2021-12-03,3,-0.0850598290598291,MA10
TCB,2021-11-12,2021-12-03,3,-0.05524242424242424,MA10
ACB,2021-11-19,2021-12-03,2,-0.031449101796407315,MA10
PLX,2021-11-19,2021-12-03,2,-0.11914475873544102,MA10
ORS,2020-06-19,2021-12-10,77,4.52345205479452,MA10
PHP,2020-09-18,2021-12-10,64,1.698761904727619,MA10
CSM,2021-11-19,2021-12-10,3,-0.0005945945945946456,MA10
DCL,2021-11-19,2021-12-10,3,-0.06067800729040097,MA10
HHP,2021-11-19,2021-12-10,3,-0.1672903225806452,MA10
DHC,2020-07-10,2021-12-17,75,1.997184322068503,MA10
QNS,2020-07-17,2021-12-17,74,0.670903699624904,MA10
CSV,2021-08-13,2021-12-17,18,0.3851719939117201,MA10
SHB,2021-10-22,2021-12-17,8,-0.024034285574239547,MA10
CTG,2021-11-19,2021-12-17,4,0.016912612357878734,MA10
GMD,2020-09-25,2021-12-24,65,0.9447528106133058,MA10
SGP,2020-09-25,2021-12-24,65,2.8905517241379317,MA10
DRC,2020-12-04,2021-12-24,55,0.6068857628608553,MA10
FTS,2020-12-11,2021-12-24,54,3.672609415582558,MA10
MSH,2020-12-18,2021-12-24,53,1.1327520002206137,MA10
BFC,2021-03-12,2021-12-24,41,0.7730464967656716,MA10
DXP,2021-08-13,2021-12-24,19,0.26229268292682945,MA10
MBB,2021-11-19,2021-12-24,5,-0.025163763066202313,MA10
FPT,2020-09-25,2021-12-31,66,1.12271779292528,MA10
HPX,2021-11-12,2021-12-31,7,-0.008994011976047905,MA10
LAS,2021-03-05,2022-01-07,44,1.4106666666666667,MA10
DDV,2021-06-11,2022-01-07,30,0.7181379310344826,MA10
TLG,2021-11-12,2022-01-07,8,-0.02852511724573703,MA10
DGC,2020-06-12,2022-01-14,83,3.824815414342879,MA10
DCM,2020-09-25,2022-01-14,68,2.0647960022023395,MA10
VCI,2020-10-09,2022-01-14,66,3.048008720239205,MA10
MSN,2020-10-23,2022-01-14,64,0.9366537353953694,MA10
ELC,2020-11-27,2022-01-14,59,2.3402799848634506,MA10
VOS,2020-12-11,2022-01-14,57,7.182775510204081,MA10
NVL,2020-12-18,2022-01-14,56,1.304361643907074,MA10
ANV,2021-05-28,2022-01-14,33,0.23957340717200012,MA10
GVR,2021-06-04,2022-01-14,32,0.25357661295520845,MA10
DPR,2021-06-11,2022-01-14,31,0.315156521996533,MA10
DPM,2021-06-18,2022-01-14,30,0.9480633863141512,MA10
CMG,2021-08-13,2022-01-14,22,0.18871947194719454,MA10
PAN,2021-08-13,2022-01-14,22,0.19830107526881732,MA10
VGS,2021-10-22,2022-01-14,12,-0.05836907730673314,MA10
VSC,2021-10-29,2022-01-14,11,0.015606992338506416,MA10
C69,2021-11-05,2022-01-14,10,-0.1519459459459459,MA10
VEA,2021-11-05,2022-01-14,10,-0.1390645161290323,MA10
FIT,2022-01-07,2022-01-14,1,-0.16660606060606056,MA10
DGW,2020-06-12,2022-01-21,84,5.3346668147633975,MA10
SHS,2020-06-12,2022-01-21,84,4.225353591010743,MA10
HDC,2020-10-02,2022-01-21,68,4.300490384615384,MA10
SSI,2020-10-02,2022-01-21,68,2.998903093748443,MA10
HCM,2020-10-09,2022-01-21,67,1.366012038280217,MA10
VND,2020-10-16,2022-01-21,66,5.5465955486416085,MA10
E1VFVN30,2020-12-04,2022-01-21,59,0.5401822660098524,MA10
MBS,2020-12-11,2022-01-21,58,2.647348616420967,MA10
SBS,2020-12-11,2022-01-21,58,8.851142857142857,MA10
BMI,2021-04-23,2022-01-21,39,0.7067030088851061,MA10
PVI,2021-06-04,2022-01-21,33,0.4349356725596488,MA10
PVP,2021-06-11,2022-01-21,32,0.16955950014331225,MA10
NTL,2021-08-13,2022-01-21,23,0.15024108751592358,MA10
PC1,2021-08-13,2022-01-21,23,0.5045360443622918,MA10
DRI,2021-10-22,2022-01-21,13,-0.03933333333333328,MA10
IDC,2021-10-22,2022-01-21,13,0.11522427229544678,MA10
PDR,2021-10-22,2022-01-21,13,-0.021350877192982343,MA10
HT1,2021-10-29,2022-01-21,12,-0.12561002418823536,MA10
AAA,2021-11-05,2022-01-21,11,0.02597674418604661,MA10
NT2,2021-11-05,2022-01-21,11,-0.03336842105263152,MA10
VFS,2021-11-05,2022-01-21,11,0.08355223880597,MA10
BVB,2021-11-12,2022-01-21,10,-0.11760714285714288,MA10
NAB,2021-11-12,2022-01-21,10,-0.017332973563302774,MA10
SBT,2021-11-12,2022-01-21,10,-0.07518238993710688,MA10
VIX,2021-11-12,2022-01-21,10,0.00532075471698118,MA10
MSR,2021-11-19,2022-01-21,9,-0.16871186440677965,MA10
BVS,2020-09-18,2022-01-28,71,2.7950915926458424,MA10
NLG,2020-11-06,2022-01-28,64,1.0971299113308566,MA10
HID,2020-12-25,2022-01-28,57,2.0495555555555556,MA10
MST,2020-12-25,2022-01-28,57,1.9700774818725415,MA10
DLG,2021-01-29,2022-01-28,52,2.1806028708133973,MA10
HAH,2021-03-05,2022-01-28,47,1.8137226502727266,MA10
EVF,2021-03-12,2022-01-28,46,0.711596371910476,MA10
DPG,2021-04-09,2022-01-28,42,1.2739972739254788,MA10
CTS,2021-06-04,2022-01-28,34,0.8260209973753281,MA10
DTD,2021-08-13,2022-01-28,24,0.23036363636363635,MA10
HHV,2021-08-13,2022-01-28,24,0.18976719576719625,MA10
PLC,2021-08-13,2022-01-28,24,0.30244155844155823,MA10
AGR,2021-10-22,2022-01-28,14,0.10446511627906986,MA10
LCG,2021-10-22,2022-01-28,14,0.18386449316373607,MA10
CTI,2021-10-29,2022-01-28,13,0.08589189189189189,MA10
TV2,2021-11-05,2022-01-28,12,-0.03470813397129198,MA10
FCN,2021-11-12,2022-01-28,11,0.3581360357926832,MA10
KSB,2021-11-12,2022-01-28,11,-0.03100000000000002,MA10
TNG,2021-11-12,2022-01-28,11,-0.15963246859701527,MA10
G36,2021-11-19,2022-01-28,10,0.032216560509554064,MA10
CII,2022-01-07,2022-01-28,3,-0.42266666666666663,MA10
VCG,2022-01-07,2022-01-28,3,-0.2098095238095237,MA10
DIG,2021-08-13,2022-02-11,25,1.348948805460751,MA10
CDC,2022-01-07,2022-02-18,5,-0.1289050279329608,MA10
HDB,2021-11-12,2022-03-04,15,0.038776119402985164,MA10
NTP,2021-05-14,2022-03-11,42,0.7084834133258336,MA10
KBC,2021-11-05,2022-03-11,17,0.05222267620020441,MA10
CTD,2021-11-12,2022-03-11,16,0.16641379310344825,MA10
ACB,2022-03-11,2022-03-11,0,-0.029880597014925223,MA10
BVH,2022-03-11,2022-03-11,0,-0.059156146179402055,MA10
HHP,2022-03-11,2022-03-11,0,-0.029166023166023146,MA10
HSG,2022-03-11,2022-03-11,0,-0.05057831325301212,MA10
PAC,2022-03-11,2022-03-11,0,-0.01926259946949596,MA10
QNS,2022-03-11,2022-03-11,0,-0.030489795918367556,MA10
DHA,2021-08-13,2022-03-18,30,0.23142833737500063,MA10
BVS,2022-03-11,2022-03-18,1,-0.1232248803827751,MA10
LAS,2022-03-11,2022-03-18,1,-0.08434101382488478,MA10
MIG,2022-03-11,2022-03-18,1,-0.051081967213114574,MA10
PHP,2022-03-11,2022-03-18,1,-0.11002684563758397,MA10
PLX,2022-03-11,2022-03-18,1,-0.1158726114649681,MA10
PVP,2022-03-11,2022-03-18,1,-0.1143743842364531,MA10
TRC,2021-10-22,2022-03-25,21,0.09834380122346562,MA10
BSI,2020-09-18,2022-04-01,79,3.674174811132301,MA10
OIL,2021-10-22,2022-04-01,22,0.14733333333333326,MA10
EVG,2021-11-12,2022-04-01,19,0.29937698046842093,MA10
POW,2022-01-07,2022-04-01,11,-0.10204519774011295,MA10
VDS,2020-10-30,2022-04-08,74,4.0475563382094,MA10
GEX,2021-04-09,2022-04-08,51,0.8937383343222225,MA10
SCR,2021-08-13,2022-04-08,33,0.7810370370370369,MA10
PVD,2021-10-22,2022-04-08,23,0.2330438247011951,MA10
STB,2021-11-19,2022-04-08,19,0.08554929577464788,MA10
ABB,2022-01-07,2022-04-08,12,-0.051693277290178606,MA10
PVT,2022-03-11,2022-04-08,4,-0.17091228070175435,MA10
VSC,2022-03-11,2022-04-08,4,-0.05361904761904761,MA10
YEG,2022-03-11,2022-04-08,4,-0.23228951747088178,MA10
TPB,2020-09-18,2022-04-15,81,1.649440107758622,MA10
KDH,2020-10-02,2022-04-15,79,1.244,MA10
KSV,2021-03-05,2022-04-15,57,1.5369799427500004,MA10
GEG,2021-10-22,2022-04-15,24,0.16514914425427865,MA10
HBC,2021-10-22,2022-04-15,24,0.5467950310559007,MA10
HHS,2021-10-22,2022-04-15,24,0.5296250000000001,MA10
HQC,2021-10-22,2022-04-15,24,0.6406346153846154,MA10
CEO,2021-11-05,2022-04-15,22,3.154,MA10
LDG,2021-11-05,2022-04-15,22,0.6255789473684211,MA10
DBC,2021-11-19,2022-04-15,20,-0.0031346704871058743,MA10
BID,2022-01-14,2022-04-15,12,-0.003448979591836933,MA10
PVS,2022-03-11,2022-04-15,5,-0.2301813602015113,MA10
VOS,2022-03-11,2022-04-15,5,-0.1361369863013699,MA10
BSR,2020-12-04,2022-04-22,71,2.048794520547946,MA10
TIG,2020-12-04,2022-04-22,71,2.9634097996758877,MA10
HUT,2020-12-18,2022-04-22,69,8.351142857142856,MA10
TTF,2021-04-09,2022-04-22,53,0.6834664842681258,MA10
HDG,2021-06-04,2022-04-22,45,0.6513368396490785,MA10
SZC,2021-08-13,2022-04-22,35,0.2253346674419643,MA10
HAX,2021-10-22,2022-04-22,25,0.1939999999999999,MA10
PVC,2021-10-22,2022-04-22,25,0.4577096774193553,MA10
C4G,2021-10-29,2022-04-22,24,1.2596546489846776,MA10
VC3,2021-11-05,2022-04-22,23,0.4166190476190473,MA10
DXG,2021-11-12,2022-04-22,22,0.42581818181818193,MA10
EIB,2021-11-12,2022-04-22,22,0.29195918367346924,MA10
HAG,2021-11-19,2022-04-22,21,0.22207017543859647,MA10
BFC,2022-03-11,2022-04-22,6,-0.011479452054794566,MA10
DDV,2022-03-11,2022-04-22,6,-0.31768831168831185,MA10
DXP,2022-03-11,2022-04-22,6,-0.17991304347826098,MA10
MBB,2022-03-11,2022-04-22,6,-0.07432298136645979,MA10
MSR,2022-03-11,2022-04-22,6,-0.06462068965517241,MA10
NKG,2022-03-11,2022-04-22,6,-0.2423636363636364,MA10
PVB,2022-03-11,2022-04-22,6,-0.4117377049180328,MA10
SGP,2022-03-11,2022-04-22,6,-0.1536683937823834,MA10
GAS,2022-03-11,2022-04-29,7,-0.16137848605577668,MA10
VPB,2022-03-11,2022-04-29,7,-0.04021052631578929,MA10
FUEVFVND,2021-05-21,2022-05-06,49,0.22396057818659657,MA10
AAS,2021-07-16,2022-05-06,41,1.167228346456693,MA10
PET,2021-11-19,2022-05-06,23,0.376306477093207,MA10
QTP,2022-01-14,2022-05-06,15,-0.12148597932794135,MA10
BMP,2022-03-11,2022-05-06,8,-0.062451612903225824,MA10
CSV,2022-03-11,2022-05-06,8,-0.1056441281138791,MA10
DCM,2022-03-11,2022-05-06,8,-0.15361904761904782,MA10
DPR,2022-03-11,2022-05-06,8,-0.036341340075853414,MA10
TNG,2022-03-11,2022-05-06,8,-0.08049856733524346,MA10
MWG,2020-11-06,2022-05-13,78,0.7917278286611743,MA10
BWE,2021-06-04,2022-05-13,48,0.6437387605618727,MA10
BIC,2021-06-11,2022-05-13,47,0.3213491215081824,MA10
FRT,2021-07-16,2022-05-13,42,2.708285714285715,MA10
DGC,2022-03-11,2022-05-13,9,0.00950387596899235,MA10
DPM,2022-03-11,2022-05-13,9,-0.21903656597774243,MA10
GMD,2022-03-11,2022-05-13,9,-0.058823315118396974,MA10
KLB,2022-03-11,2022-05-13,9,0.061615658362989066,MA10
PNJ,2022-03-11,2022-05-13,9,-0.09648507462686559,MA10
VFS,2022-03-11,2022-05-13,9,0.0001728395061729726,MA10
KOS,2021-03-05,2022-05-27,63,0.384495867768595,MA10
BCM,2022-01-14,2022-06-03,19,-0.06521052631578944,MA10
SCS,2021-11-12,2022-06-17,30,0.1428040867911019,MA10
ANV,2022-03-11,2022-07-08,17,0.16925773195876295,MA10
CTF,2021-11-12,2022-07-22,35,0.2221379310344831,MA10
VPI,2022-01-07,2022-11-04,42,0.15611293260473574,MA10
PNJ,2023-01-27,2023-02-03,1,-0.08970535714285736,MA10
CDC,2023-01-20,2023-02-10,3,-0.019513513513513693,MA10
SHI,2023-01-20,2023-02-10,3,-0.11435913312693496,MA10
TDP,2023-01-20,2023-03-24,9,0.017255813953488318,MA10
VRE,2023-04-07,2023-04-21,2,-0.07288963210702341,MA10
PVT,2023-04-14,2023-04-21,1,-0.11161797752808986,MA10
ACB,2023-04-07,2023-04-28,3,-0.04758415841584166,MA10
GMD,2023-04-07,2023-05-05,4,-0.05361904761904761,MA10
L40,2023-04-14,2023-05-12,4,-0.34034650455927057,MA10
CDC,2023-05-26,2023-06-16,3,-0.032385224274406384,MA10
HHP,2023-05-26,2023-06-16,3,-0.10465470852017945,MA10
PVI,2023-06-09,2023-06-16,1,-0.018170385395537444,MA10
VTZ,2023-06-02,2023-06-23,3,-0.039333333333333324,MA10
BIC,2023-05-26,2023-06-30,5,-0.058910052910052864,MA10
NT2,2023-06-02,2023-06-30,4,-0.10131013615733728,MA10
PC1,2023-06-09,2023-06-30,3,-0.11302341137123735,MA10
NNC,2023-06-30,2023-06-30,0,-0.02486792452830202,MA10
HQC,2023-05-26,2023-07-07,6,-0.10998230088495575,MA10
KOS,2023-06-16,2023-07-07,3,-0.02925581395348837,MA10
POW,2023-06-16,2023-07-07,3,-0.053272727272727353,MA10
CTF,2023-01-20,2023-07-14,25,-0.03197402597402608,MA10
VTZ,2023-07-21,2023-07-21,0,-0.07266666666666655,MA10
TCM,2023-06-16,2023-07-28,6,0.009686274509803682,MA10
L40,2023-07-28,2023-07-28,0,-0.006,MA10
PVI,2023-07-28,2023-08-04,1,-0.1015882352941175,MA10
BAF,2023-07-21,2023-08-11,3,-0.12898387096774197,MA10
PLC,2023-04-07,2023-08-18,19,0.020946107784431137,MA10
DTD,2023-05-26,2023-08-18,12,-0.05529577464788737,MA10
TLG,2023-05-26,2023-08-18,12,0.00014877926339305816,MA10
BVB,2023-06-02,2023-08-18,11,0.0037087378640774174,MA10
PVB,2023-06-02,2023-08-18,11,-0.006,MA10
PVT,2023-06-02,2023-08-18,11,0.00815094339622648,MA10
CTD,2023-06-09,2023-08-18,10,-0.05436193447737897,MA10
HT1,2023-06-09,2023-08-18,10,-0.032578073089700954,MA10
PLX,2023-06-09,2023-08-18,10,-0.04337113402061858,MA10
PVC,2023-06-09,2023-08-18,10,-0.060945054945054866,MA10
GMD,2023-06-16,2023-08-18,9,0.007592233009708916,MA10
HDB,2023-06-16,2023-08-18,9,-0.009743315508021457,MA10
SBT,2023-06-16,2023-08-18,9,-0.053093023255813825,MA10
ANV,2023-07-14,2023-08-18,5,-0.1505623342175069,MA10
MIG,2023-07-14,2023-08-18,5,-0.058910052910052906,MA10
BID,2023-07-21,2023-08-18,4,-0.06054545454545444,MA10
DHC,2023-07-21,2023-08-18,4,-0.08401418439716311,MA10
SSB,2023-07-21,2023-08-18,4,-0.06270103092783517,MA10
KDC,2023-07-28,2023-08-18,3,-0.045816232771822306,MA10
VOS,2023-07-28,2023-08-18,3,-0.14622140221402208,MA10
VSC,2023-07-28,2023-08-18,3,-0.1488571428571428,MA10
POW,2023-08-04,2023-08-18,2,-0.049956043956044006,MA10
SMC,2023-08-04,2023-08-18,2,-0.1130110701107011,MA10
VGT,2023-08-04,2023-08-18,2,-0.1254029850746268,MA10
HDG,2023-08-11,2023-08-18,1,-0.1251950464396284,MA10
VGI,2023-08-11,2023-08-18,1,-0.05380876494023913,MA10
LCG,2023-04-07,2023-08-25,20,0.024468904571984078,MA10
AAA,2023-06-02,2023-08-25,12,-0.04690909090909088,MA10
VPB,2023-06-30,2023-08-25,8,-0.02063414634146367,MA10
NNC,2023-07-07,2023-08-25,7,0.034135645638186926,MA10
VHM,2023-07-21,2023-08-25,5,-0.05185537918871252,MA10
HQC,2023-08-11,2023-08-25,2,-0.10453249475890986,MA10
GEE,2023-09-01,2023-09-01,0,-0.006,MA10
VTZ,2023-09-01,2023-09-01,0,-0.07658823529411764,MA10
POM,2023-07-21,2023-09-15,8,-0.17815189873417722,MA10
VFS,2023-08-04,2023-09-15,6,-0.022666666666666495,MA10
VRE,2023-08-04,2023-09-15,6,-0.04328813559322034,MA10
DLG,2023-08-11,2023-09-15,5,-0.24657971014492755,MA10
GEE,2023-09-15,2023-09-15,0,-0.021302426609848497,MA10
NT2,2023-09-15,2023-09-15,0,-0.07027378962404011,MA10
VTZ,2023-09-15,2023-09-15,0,-0.07658823529411764,MA10
G36,2023-06-16,2023-09-22,14,0.02592848020229902,MA10
EVG,2023-06-30,2023-09-22,12,-0.11904347826086957,MA10
C69,2023-07-21,2023-09-22,9,-0.24023423423423423,MA10
CRC,2023-07-28,2023-09-22,8,-0.1402857142857143,MA10
SCR,2023-07-28,2023-09-22,8,-0.10712359550561798,MA10
MST,2023-08-04,2023-09-22,7,-0.20296969696969708,MA10
HDG,2023-09-15,2023-09-22,1,-0.10153158705701097,MA10
QTP,2023-05-26,2023-09-29,18,0.06112627001608451,MA10
TPB,2023-05-26,2023-09-29,18,0.03573647798742141,MA10
ACB,2023-06-02,2023-09-29,17,0.036124126487708935,MA10
KSB,2023-06-02,2023-09-29,17,0.031807183364839356,MA10
FCN,2023-06-09,2023-09-29,16,-0.051751633986928114,MA10
VIB,2023-06-09,2023-09-29,16,-0.02210169491525426,MA10
CTI,2023-06-16,2023-09-29,15,0.011123287671232876,MA10
SHB,2023-06-16,2023-09-29,15,0.06322448979591809,MA10
CTG,2023-06-23,2023-09-29,14,0.04653940455341516,MA10
FIT,2023-06-23,2023-09-29,14,-0.156,MA10
NLG,2023-06-23,2023-09-29,14,0.017391812865497125,MA10
C4G,2023-06-30,2023-09-29,13,-0.017416953426086942,MA10
TIG,2023-06-30,2023-09-29,13,-0.1353103448275861,MA10
AAS,2023-07-07,2023-09-29,12,-0.15854237288135598,MA10
KDH,2023-07-07,2023-09-29,12,0.05925285481239798,MA10
DBC,2023-07-14,2023-09-29,11,-0.11575609756097577,MA10
GVR,2023-07-14,2023-09-29,11,-0.08835294117647068,MA10
NTP,2023-07-14,2023-09-29,11,-0.15153990610328646,MA10
CII,2023-07-21,2023-09-29,10,-0.03858145363408505,MA10
DPG,2023-07-21,2023-09-29,10,-0.0594351145038166,MA10
HDC,2023-07-28,2023-09-29,9,-0.21625641025641007,MA10
HAX,2023-08-04,2023-09-29,8,-0.03512621359223292,MA10
KHG,2023-08-04,2023-09-29,8,-0.15565986394557824,MA10
PAN,2023-08-04,2023-09-29,8,-0.1545355648535564,MA10
ABB,2023-08-11,2023-09-29,7,-0.05044444444444448,MA10
DXS,2023-08-11,2023-09-29,7,-0.22705263157894728,MA10
IJC,2023-08-11,2023-09-29,7,-0.16006976744186055,MA10
CEO,2023-09-01,2023-09-29,4,-0.1961140684410646,MA10
HHP,2023-09-15,2023-09-29,2,-0.13,MA10
VCI,2023-05-26,2023-10-06,19,0.1410588235294118,MA10
VCB,2023-06-09,2023-10-06,17,0.05342647058823545,MA10
HPG,2023-06-16,2023-10-06,16,0.0740865800865799,MA10
QCG,2023-06-23,2023-10-06,15,0.00420408163265306,MA10
TCB,2023-07-07,2023-10-06,13,-0.025877675840978887,MA10
OIL,2023-07-21,2023-10-06,11,-0.06036543654181815,MA10
SBS,2023-07-21,2023-10-06,11,-0.06552380952380953,MA10
DIG,2023-08-04,2023-10-06,9,-0.12804724409448814,MA10
DXG,2023-08-11,2023-10-06,8,-0.1517800511508952,MA10
E1VFVN30,2023-08-11,2023-10-06,8,-0.07911320754716981,MA10
PET,2023-08-11,2023-10-06,8,-0.09337357259380093,MA10
KDC,2023-09-01,2023-10-06,5,-0.01690342679127736,MA10
BWE,2023-08-04,2023-10-13,10,-0.0114347826086956,MA10
STB,2023-04-14,2023-10-20,27,0.1472567049808429,MA10
BMP,2023-05-26,2023-10-20,21,0.11389459815546775,MA10
NAF,2023-05-26,2023-10-20,21,0.20857489878542532,MA10
OCB,2023-05-26,2023-10-20,21,0.10576470588235279,MA10
PHP,2023-05-26,2023-10-20,21,0.04081632651799989,MA10
QNS,2023-05-26,2023-10-20,21,0.05411181804659347,MA10
CTS,2023-06-02,2023-10-20,20,0.2162222222222224,MA10
HCM,2023-06-02,2023-10-20,20,0.09434377326205573,MA10
HHV,2023-06-02,2023-10-20,20,0.08956313993174073,MA10
VCG,2023-06-02,2023-10-20,20,0.19614285714285704,MA10
ORS,2023-06-09,2023-10-20,19,0.09709278350515466,MA10
HSG,2023-06-16,2023-10-20,18,0.10179456193353476,MA10
VND,2023-06-23,2023-10-20,17,0.011857142857142558,MA10
AGR,2023-06-30,2023-10-20,16,0.007325505119732591,MA10
MBB,2023-07-07,2023-10-20,15,0.010871921182265811,MA10
SIP,2023-07-07,2023-10-20,15,-0.06740350877192978,MA10
TNG,2023-07-07,2023-10-20,15,0.035073271375789514,MA10
NKG,2023-07-14,2023-10-20,14,-0.014086253369272462,MA10
MSB,2023-08-04,2023-10-20,11,-0.0639710144927537,MA10
TV2,2023-08-04,2023-10-20,11,-0.019888888888888727,MA10
HUT,2023-08-11,2023-10-20,10,-0.14200000000000004,MA10
FUEVFVND,2023-09-01,2023-10-20,7,-0.01767315175097276,MA10
KBC,2023-09-15,2023-10-20,5,-0.16155555555555556,MA10
PC1,2023-09-15,2023-10-20,5,-0.10567845659163994,MA10
BVS,2023-05-26,2023-10-27,22,0.015224517167382023,MA10
PVP,2023-05-26,2023-10-27,22,0.11422569447148408,MA10
MBS,2023-06-16,2023-10-27,19,0.1494167667364133,MA10
SHS,2023-06-16,2023-10-27,19,0.182976377952756,MA10
SSI,2023-06-16,2023-10-27,19,0.20625539872138615,MA10
VGS,2023-06-16,2023-10-27,19,0.043352419902222106,MA10
VIX,2023-06-16,2023-10-27,19,0.19753982300884956,MA10
NTL,2023-06-30,2023-10-27,17,-0.026000000000000023,MA10
VDS,2023-07-14,2023-10-27,15,-0.07933333333333328,MA10
CMG,2023-07-21,2023-10-27,14,-0.08022680412371141,MA10
HHS,2023-07-21,2023-10-27,14,0.1441976284584982,MA10
MSH,2023-07-21,2023-10-27,14,-0.033027027027027075,MA10
SGP,2023-07-21,2023-10-27,14,0.018170274167261947,MA10
BSR,2023-08-11,2023-10-27,11,-0.06378611628780491,MA10
CSV,2023-08-11,2023-10-27,11,-0.05014479586563306,MA10
DRC,2023-08-11,2023-10-27,11,-0.0848381742738591,MA10
MCH,2023-09-01,2023-10-27,8,-0.07200249066002484,MA10
DHC,2023-09-15,2023-10-27,6,-0.14404347826086963,MA10
HAH,2023-09-15,2023-10-27,6,-0.18429457364341098,MA10
LAS,2023-09-15,2023-10-27,6,-0.1967894736842104,MA10
VHC,2023-09-15,2023-10-27,6,-0.1439310344827586,MA10
DHA,2023-06-09,2023-11-03,21,0.26638117808902184,MA10
IDC,2023-07-28,2023-11-03,14,0.02145995426337722,MA10
SZC,2023-07-28,2023-11-03,14,-0.06506593406593408,MA10
TDP,2023-08-11,2023-11-03,12,-0.06257492354740057,MA10
FTS,2023-09-08,2023-11-03,8,-0.07093506493506478,MA10
DPR,2023-07-28,2023-11-17,16,0.04592606881207147,MA10
DXP,2023-06-16,2024-01-19,31,0.028802853036204494,MA10
HUT,2024-01-19,2024-01-19,0,-0.035702970297029485,MA10
PTB,2023-07-21,2024-01-26,27,0.041167118571428726,MA10
NAF,2024-01-19,2024-01-26,1,-0.028801302931595982,MA10
PET,2024-01-19,2024-01-26,1,-0.023274472168905984,MA10
ABB,2024-01-26,2024-01-26,0,-0.006,MA10
EIB,2024-01-19,2024-02-02,2,-0.07418181818181853,MA10
PVP,2024-01-19,2024-02-02,2,-0.037690140845070406,MA10
TPB,2024-01-19,2024-02-02,2,-0.07266666666666674,MA10
VPB,2024-01-19,2024-02-02,2,-0.056505050505050496,MA10
HNG,2024-01-19,2024-02-09,3,-0.19185858585858578,MA10
PVS,2023-05-26,2024-02-23,39,0.2809910625263158,MA10
SHS,2024-01-19,2024-02-23,5,-0.07086486486486485,MA10
MWG,2024-01-26,2024-02-23,4,-0.0515531453362256,MA10
BVB,2024-01-19,2024-03-08,7,-0.041714285714285516,MA10
VOS,2024-01-19,2024-03-08,7,0.03347368421052619,MA10
HHP,2024-03-01,2024-03-08,1,-0.01575609756097561,MA10
NVL,2024-03-01,2024-03-08,1,-0.023857142857142855,MA10
CEO,2024-03-08,2024-03-08,0,-0.05840174672489083,MA10
KSV,2024-03-08,2024-03-08,0,-0.07266666666666674,MA10
SHB,2024-01-19,2024-03-15,8,-0.08664516129032272,MA10
KSV,2024-03-15,2024-03-15,0,-0.016204081632652925,MA10
KOS,2024-01-19,2024-03-22,9,-0.02901790281329923,MA10
EVF,2023-07-28,2024-04-05,36,0.7530064771210857,MA10
CRC,2024-01-19,2024-04-05,11,0.03818985270049091,MA10
HHV,2024-01-19,2024-04-05,11,-0.025417475728155267,MA10
MSB,2024-01-19,2024-04-05,11,0.004676156583629644,MA10
MST,2024-01-19,2024-04-05,11,-0.021873015873015877,MA10
OCB,2024-01-19,2024-04-05,11,-0.04600000000000002,MA10
PHP,2024-01-19,2024-04-05,11,0.007824884792626689,MA10
STB,2024-01-19,2024-04-05,11,-0.022611295681063126,MA10
VND,2024-01-19,2024-04-05,11,0.0031533180778033406,MA10
YEG,2024-01-19,2024-04-05,11,-0.13385388127853884,MA10
DHA,2024-02-02,2024-04-05,9,-0.039333333333333276,MA10
PC1,2024-02-02,2024-04-05,9,-0.03407017543859653,MA10
TPB,2024-02-16,2024-04-05,7,-0.030128686327077776,MA10
KDC,2024-03-15,2024-04-05,3,-0.03289873417721533,MA10
TV2,2024-02-16,2024-04-12,8,-0.14482352941176468,MA10
KSB,2024-04-05,2024-04-12,1,-0.06516030534351146,MA10
ELC,2023-05-26,2024-04-19,47,1.0356666666666667,MA10
PVD,2023-05-26,2024-04-19,47,0.2199414225941425,MA10
BSI,2023-06-02,2024-04-19,46,0.8295087503294656,MA10
PAT,2023-09-08,2024-04-19,32,0.14014447992914095,MA10
AGR,2024-01-19,2024-04-19,13,0.09309909909909919,MA10
BID,2024-01-19,2024-04-19,13,0.04394571118349636,MA10
CII,2024-01-19,2024-04-19,13,-0.14218984840325216,MA10
CTG,2024-01-19,2024-04-19,13,-0.004415213946117274,MA10
